"","UniProt_Name","Pfam_Name","Distance","Similarity_Score","V3"
"7301","Mitogen-activated protein kinase kinase kinase 5 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 1) (ASK-1) (MAPK/ERK kinase kinase 5) (MEK kinase 5) (MEKK 5)","Mitogen-activated protein kinase kinase 1 interacting",0.27042372448443,0.72957627551557,"PF"
"7302","Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)","Mitogen-activated protein kinase kinase 1 interacting",0.245262330354187,0.754737669645813,"PF"
"7303","Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269)","Mitogen-activated protein kinase kinase 1 interacting",0.332605298265676,0.667394701734324,"PF"
"7304","Mitogen-activated protein kinase kinase kinase 2 (EC 2.7.11.25) (MAPK/ERK kinase kinase 2) (MEK kinase 2) (MEKK 2)","Mitogen-activated protein kinase kinase 1 interacting",0.245262330354187,0.754737669645813,"PF"
"7305","Mitogen-activated protein kinase kinase kinase kinase 5 (EC 2.7.11.1) (Kinase homologous to SPS1/STE20) (KHS) (MAPK/ERK kinase kinase kinase 5) (MEK kinase kinase 5) (MEKKK 5)","Mitogen-activated protein kinase kinase 1 interacting",0.290296495956873,0.709703504043127,"PF"
"7306","Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)","Mitogen-activated protein kinase kinase 1 interacting",0.255411134404845,0.744588865595155,"PF"
"7307","Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed]","Lactophage receptor-binding protein C-terminal head domain",0.362495242445003,0.637504757554997,"Reo_sigma"
"7308","Patched domain-containing protein 3 (Patched-related protein)","Lactophage receptor-binding protein C-terminal head domain",0.252752967778406,0.747247032221594,"Reo_sigma"
"7309","Patched domain-containing protein 4 (p53-regulated patched protein)","Lactophage receptor-binding protein C-terminal head domain",0.249330769703856,0.750669230296144,"Reo_sigma"
"7310","UPF0696 protein C11orf68 (Basophilic leukemia-expressed protein Bles03) (Protein p5326)","Basophilic leukemia-expressed protein Bles03",0.323841866945315,0.676158133054685,"eIF4e"
"7311","Cell adhesion molecule DSCAM (CHD2) (Down syndrome cell adhesion molecule)","CsiD",0.315315315315315,0.684684684684685,"Cupin"
"7312","Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)","CsiD",0.32258064516129,0.67741935483871,"Cupin"
"7313","Cell adhesion molecule CEACAM8 (CD67 antigen) (Carcinoembryonic antigen CGM6) (Carcinoembryonic antigen-related cell adhesion molecule 8) (CEA cell adhesion molecule 8) (Non-specific cross-reacting antigen NCA-95) (CD antigen CD66b)","CsiD",0.327586206896552,0.672413793103448,"Cupin"
"7314","Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 4) (Autophagin-4) (Autophagy-related protein 4 homolog D) (HsAPG4D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]","CsiD",0.327731092436975,0.672268907563025,"Cupin"
"7315","Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2) (DBIRD complex subunit KIAA1967) (Deleted in breast cancer gene 1 protein) (DBC-1) (DBC.1) (NET35) (p30 DBC)","CsiD",0.32695374800638,0.67304625199362,"Cupin"
"7316","Cell adhesion molecule 2 (Immunoglobulin superfamily member 4D) (IgSF4D) (Nectin-like protein 3) (NECL-3) (Synaptic cell adhesion molecule 2) (SynCAM 2)","CsiD",0.324561403508772,0.675438596491228,"Cupin"
"7317","Cell adhesion molecule DSCAML1 (Down syndrome cell adhesion molecule 2) (Down syndrome cell adhesion molecule-like protein 1)","CsiD",0.322666666666667,0.677333333333333,"Cupin"
"7318","Cysteine-rich protein 2-binding protein (CSRP2-binding protein) (ADA2A-containing complex subunit 2) (ATAC2) (CRP2-binding partner) (CRP2BP) (Lysine acetyltransferase 14)","CsiD",0.325490196078431,0.674509803921569,"Cupin"
"7319","Calsenilin (A-type potassium channel modulatory protein 3) (DRE-antagonist modulator) (DREAM) (Kv channel-interacting protein 3) (KChIP3)","CsiD",0.32360097323601,0.67639902676399,"Cupin"
"7320","Nuclear receptor-binding factor 2 (NRBF-2) (Comodulator of PPAR and RXR)","Nuclear receptor-binding factor 2, autophagy regulator",0.237044214757393,0.762955785242607,""
"7321","EF-hand domain-containing family member C2","EF-hand domain",0.222222222222222,0.777777777777778,"EF_hand"
"7322","EF-hand domain-containing protein 1 (Myoclonin-1)","EF-hand domain",0.238095238095238,0.761904761904762,"EF_hand"
"7323","EF-hand domain-containing protein D2 (Swiprosin-1)","EF-hand domain",0.24,0.76,"EF_hand"
"7324","Alpha-lactalbumin (Lactose synthase B protein) (Lysozyme-like protein 7)","Acetylaranotin biosynthesis cluster protein L",0.277188552188552,0.722811447811448,"Bet_v_1_like"
"7325","Age-related maculopathy susceptibility protein 2","Acetylaranotin biosynthesis cluster protein L",0.25726976976977,0.74273023023023,"Bet_v_1_like"
"7326","Vasopressin V2 receptor (V2R) (AVPR V2) (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor)","Vasopressin V1 receptor, C-terminal",0.304795843776107,0.695204156223893,""
"7327","Vasopressin V1b receptor (V1bR) (AVPR V1b) (AVPR V3) (Antidiuretic hormone receptor 1b) (Vasopressin V3 receptor)","Vasopressin V1 receptor, C-terminal",0.325790139064475,0.674209860935525,""
"7328","Holocytochrome c-type synthase (EC 4.4.1.17) (Cytochrome c-type heme lyase)","Type III secretion system, cytoplasmic E component of needle",0.342592592592593,0.657407407407407,""
"7329","Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)","Surfactant protein C, N terminal propeptide",0.359122993978354,0.640877006021646,""
"7330","Cytotoxic and regulatory T-cell molecule (Class-I MHC-restricted T-cell-associated molecule) (CD antigen CD355)","Cytotoxic",0.306306306306306,0.693693693693694,""
"7331","Cytotoxic T-lymphocyte protein 4 (Cytotoxic T-lymphocyte-associated antigen 4) (CTLA-4) (CD antigen CD152)","Cytotoxic",0.305031446540881,0.694968553459119,""
"7332","Cytotoxic granule associated RNA binding protein TIA1 (Nucleolysin TIA-1 isoform p40) (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1) (p40-TIA-1)","Cytotoxic",0.316384180790961,0.683615819209039,""
"7333","Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)","Far upstream element-binding protein, C-terminal",0.244809941520468,0.755190058479532,""
"7334","Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)","Far upstream element-binding protein, C-terminal",0.216814420803783,0.783185579196217,""
"7335","Far upstream element-binding protein 3 (FUSE-binding protein 3)","Far upstream element-binding protein, C-terminal",0.15604620401132,0.84395379598868,""
"7336","Lipid droplet-regulating VLDL assembly factor AUP1 (Ancient ubiquitous protein 1)","Lung surfactant protein D coiled-coil trimerisation",0.290826978939724,0.709173021060276,""
"7337","Rho-related GTP-binding protein RhoC (Rho cDNA clone 9) (h9)","Head binding",0.3,0.7,""
"7338","Rho-related GTP-binding protein RhoE (Protein MemB) (Rho family GTPase 3) (Rho-related GTP-binding protein Rho8) (Rnd3)","Head binding",0.330298786181139,0.669701213818861,""
"7339","Rho-related GTP-binding protein RhoB (Rho cDNA clone 6) (h6)","Head binding",0.3,0.7,""
"7340","Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)","Head binding",0.347736625514403,0.652263374485597,""
"7341","Ras-related GTP-binding protein B (Rag B) (RagB) (EC 3.6.5.-)","Head binding",0.331304851796655,0.668695148203345,""
"7342","Ras-related GTP-binding protein D (Rag D) (RagD) (EC 3.6.5.-)","Head binding",0.331304851796655,0.668695148203345,""
"7343","Beta-2-glycoprotein 1 (APC inhibitor) (Activated protein C-binding protein) (Anticardiolipin cofactor) (Apolipoprotein H) (Apo-H) (Beta-2-glycoprotein I) (B2GPI) (Beta(2)GPI)","Beta-2-glycoprotein-1 fifth domain",0.348930161144918,0.651069838855082,"EGF"
"7344","Beta-parvin (Affixin)","Beta-2-glycoprotein-1 fifth domain",0.303734827264239,0.696265172735761,"EGF"
"7345","Golgi pH regulator A (Protein GPR89A) (Putative MAPK-activating protein PM01) (Putative NF-kappa-B-activating protein 90)","HutP",0.322314049586777,0.677685950413223,""
"7346","Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)","HutP",0.328301886792453,0.671698113207547,""
"7347","Hyaluronan-binding protein 2 (EC 3.4.21.-) (Factor VII-activating protease) (Factor seven-activating protease) (FSAP) (Hepatocyte growth factor activator-like protein) (Plasma hyaluronan-binding protein) [Cleaved into: Hyaluronan-binding protein 2 50 kDa heavy chain; Hyaluronan-binding protein 2 50 kDa heavy chain alternate form; Hyaluronan-binding protein 2 27 kDa light chain; Hyaluronan-binding protein 2 27 kDa light chain alternate form]","HutP",0.33033033033033,0.66966966966967,""
"7348","Na(+)/H(+) exchange regulatory cofactor NHE-RF2 (NHERF-2) (NHE3 kinase A regulatory protein E3KARP) (SRY-interacting protein 1) (SIP-1) (Sodium-hydrogen exchanger regulatory factor 2) (Solute carrier family 9 isoform A3 regulatory factor 2) (Tyrosine kinase activator protein 1) (TKA-1)","HutP",0.328671328671329,0.671328671328671,""
"7349","Egl nine homolog 1 (EC 1.14.11.29) (Hypoxia-inducible factor prolyl hydroxylase 2) (HIF-PH2) (HIF-prolyl hydroxylase 2) (HPH-2) (Prolyl hydroxylase domain-containing protein 2) (PHD2) (SM-20)","HutP",0.326352530541012,0.673647469458988,""
"7350","Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)","HutP",0.327459618208517,0.672540381791483,""
"7351","FHF complex subunit HOOK-interacting protein 1A (FHIP1A) (FTS- and Hook-interacting protein like) (FHIP-L)","HutP",0.320754716981132,0.679245283018868,""
"7352","GTPase NRas (EC 3.6.5.2) (Transforming protein N-Ras)","GTPase binding",0.335579514824798,0.664420485175202,""
"7353","GTPase RhebL1 (EC 3.6.5.-) (Ras homolog enriched in brain like-1 c) (RhebL1c) (Ras homolog enriched in brain-like protein 1) (Rheb-like protein 1) (Rheb2)","GTPase binding",0.362554112554113,0.637445887445887,""
"7354","Maltase-glucoamylase (Alpha-1,4-glucosidase) (EC 3.2.1.20)","Mac 1",0.304597701149425,0.695402298850575,"Peptidase_CA"
"7355","Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)","Mac 1",0.317757009345794,0.682242990654206,"Peptidase_CA"
"7356","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB (EC 3.2.1.113) (Mannosidase alpha class 1A member 2) (Processing alpha-1,2-mannosidase IB) (Alpha-1,2-mannosidase IB)","Mac 1",0.323353293413174,0.676646706586826,"Peptidase_CA"
"7357","Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)","Mac 1",0.320413436692506,0.679586563307494,"Peptidase_CA"
"7358","Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Acetylesterase) (EC 3.1.1.6) (Lung alpha/beta hydrolase 2) (Progesterone-sensitive lipase) (EC 3.1.1.79) (Protein PHPS1-2)","Mac 1",0.326502732240437,0.673497267759563,"Peptidase_CA"
"7359","Macrophage mannose receptor 1 (MMR) (C-type lectin domain family 13 member D) (C-type lectin domain family 13 member D-like) (Human mannose receptor) (hMR) (Macrophage mannose receptor 1-like protein 1) (CD antigen CD206)","Mac 1",0.32579185520362,0.67420814479638,"Peptidase_CA"
"7360","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)","Mac 1",0.325508607198748,0.674491392801252,"Peptidase_CA"
"7361","Macrosialin (Gp110) (CD antigen CD68)","Mac 1",0.288288288288288,0.711711711711712,"Peptidase_CA"
"7362","Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.10.2) (CSK homologous kinase) (CHK) (Hematopoietic consensus tyrosine-lacking kinase) (Protein kinase HYL) (Tyrosine-protein kinase CTK)","Mac 1",0.324697754749568,0.675302245250432,"Peptidase_CA"
"7363","Mismatch repair endonuclease PMS2 (EC 3.1.-.-) (DNA mismatch repair protein PMS2) (PMS1 protein homolog 2)","Mac 1",0.317610062893082,0.682389937106918,"Peptidase_CA"
"7364","Macrophage-stimulating protein receptor (MSP receptor) (EC 2.7.10.1) (CDw136) (Protein-tyrosine kinase 8) (p185-Ron) (CD antigen CD136) [Cleaved into: Macrophage-stimulating protein receptor alpha chain; Macrophage-stimulating protein receptor beta chain]","Mac 1",0.326797385620915,0.673202614379085,"Peptidase_CA"
"7365","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)","Mac 1",0.323471400394477,0.676528599605523,"Peptidase_CA"
"7366","Metalloreductase STEAP3 (EC 1.16.1.-) (Dudulin-2) (Six-transmembrane epithelial antigen of prostate 3) (Tumor suppressor-activated pathway protein 6) (hTSAP6) (pHyde) (hpHyde)","Mac 1",0.323809523809524,0.676190476190476,"Peptidase_CA"
"7367","Metalloreductase STEAP4 (EC 1.16.1.-) (Six-transmembrane epithelial antigen of prostate 4) (SixTransMembrane protein of prostate 2) (Tumor necrosis factor, alpha-induced protein 9)","Mac 1",0.324074074074074,0.675925925925926,"Peptidase_CA"
"7368","Male-specific lethal 1 homolog (MSL-1) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1)","Mac 1",0.319327731092437,0.680672268907563,"Peptidase_CA"
"7369","Malonyl-CoA-acyl carrier protein transacylase, mitochondrial (MCT) (EC 2.3.1.39) (Mitochondrial malonyl CoA:ACP acyltransferase) (Mitochondrial malonyltransferase) ([Acyl-carrier-protein] malonyltransferase)","Mac 1",0.325281803542673,0.674718196457327,"Peptidase_CA"
"7370","SUMO-interacting motif-containing protein 1 (Platform element for inhibition of autolytic degradation)","Mac 1",0.316993464052288,0.683006535947712,"Peptidase_CA"
"7371","Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3 homolog) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (Not56-like protein)","Mac 1",0.328358208955224,0.671641791044776,"Peptidase_CA"
"7372","Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12 homolog) (hALG12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Mannosyltransferase ALG12 homolog) (Membrane protein SB87)","Mac 1",0.327250608272506,0.672749391727494,"Peptidase_CA"
"7373","Monoacylglycerol lipase ABHD6 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 6)","Mac 1",0.319444444444444,0.680555555555556,"Peptidase_CA"
"7374","2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (Ovarian cancer-associated gene 1 protein) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)","Mac 1",0.39496855345912,0.60503144654088,"Peptidase_CA"
"7375","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC (EC 3.2.1.113) (HMIC) (Mannosidase alpha class 1C member 1) (Processing alpha-1,2-mannosidase IC) (Alpha-1,2-mannosidase IC)","Mac 1",0.323754789272031,0.676245210727969,"Peptidase_CA"
"7376","Mannose-P-dolichol utilization defect 1 protein (Suppressor of Lec15 and Lec35 glycosylation mutation homolog) (SL15)","Mac 1",0.319088319088319,0.680911680911681,"Peptidase_CA"
"7377","5-aminolevulinate synthase, non-specific, mitochondrial (ALAS-H) (EC 2.3.1.37) (5-aminolevulinic acid synthase 1) (Delta-ALA synthase 1) (Delta-aminolevulinate synthase 1)","5-aminolevulinate synthase presequence",0.306016542858648,0.693983457141352,""
"7378","5-aminolevulinate synthase, erythroid-specific, mitochondrial (ALAS-E) (EC 2.3.1.37) (5-aminolevulinic acid synthase 2) (Delta-ALA synthase 2) (Delta-aminolevulinate synthase 2)","5-aminolevulinate synthase presequence",0.30395694534856,0.69604305465144,""
"7379","BBSome-interacting protein 1 (BBSome-interacting protein of 10 kDa)","Siah interacting protein, N terminal ",0.280947840649333,0.719052159350667,""
"7380","Tumor protein p53-inducible protein 11 (p53-induced gene 11 protein)","Tumour suppressor p53-binding protein-1 Tudor",0.280618401206637,0.719381598793363,"SH3"
"7381","Histone H2A.Z (H2A/z)","Titin Z",0.349206349206349,0.650793650793651,""
"7382","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","Titin Z",0.352783366867874,0.647216633132126,""
"7383","Trimethyllysine dioxygenase, mitochondrial (EC 1.14.11.8) (Epsilon-trimethyllysine 2-oxoglutarate dioxygenase) (Epsilon-trimethyllysine hydroxylase) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase) (TML dioxygenase) (TMLD)","Titin Z",0.372218756498233,0.627781243501767,""
"7384","Krueppel-like factor 4 (Epithelial zinc finger protein EZF) (Gut-enriched krueppel-like factor)","Kp4",0.32280701754386,0.67719298245614,"YKT-like_S"
"7385","Kelch-like protein 41 (Kel-like protein 23) (Kelch repeat and BTB domain-containing protein 10) (Kelch-related protein 1) (Sarcosin)","Kp4",0.325757575757576,0.674242424242424,"YKT-like_S"
"7386","Cholecystokinin (CCK) [Cleaved into: Cholecystokinin-58 (CCK58); Cholecystokinin-58 desnonopeptide ((1-49)-CCK58); Cholecystokinin-39 (CCK39); Cholecystokinin-33 (CCK33); Cholecystokinin-25 (CCK25); Cholecystokinin-18 (CCK18); Cholecystokinin-12 (CCK12); Cholecystokinin-8 (CCK8); Cholecystokinin-7 (CCK7); Cholecystokinin-5 (CCK5)]","Kp4",0.330321285140562,0.669678714859438,"YKT-like_S"
"7387","Killer cell immunoglobulin-like receptor 2DS4 (CD158 antigen-like family member I) (Natural killer-associated transcript 8) (NKAT-8) (P58 natural killer cell receptor clones CL-39/CL-17) (p58 NK receptor CL-39/CL-17) (CD antigen CD158i)","Kp4",0.32909604519774,0.67090395480226,"YKT-like_S"
"7388","Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6) (Protein DRE1)","Kp4",0.32258064516129,0.67741935483871,"YKT-like_S"
"7389","KH homology domain-containing protein 4 (Brings lots of money 7) (Pre-mRNA splicing factor protein KHDC4)","Kp4",0.323809523809524,0.676190476190476,"YKT-like_S"
"7390","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Glycine transaminase AADAT) (EC 2.6.1.4) (Kynurenine aminotransferase II) (Kynurenine--glyoxylate transaminase AADAT) (EC 2.6.1.63) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II) (Methionine--glyoxylate transaminase AADAT) (EC 2.6.1.73)","Kp4",0.331457160725454,0.668542839274546,"YKT-like_S"
"7391","Outer kinetochore KNL1 complex subunit KNL1 (ALL1-fused gene from chromosome 15q14 protein) (AF15q14) (Bub-linking kinetochore protein) (Blinkin) (Cancer susceptibility candidate gene 5 protein) (Cancer/testis antigen 29) (CT29) (Kinetochore scaffold 1) (Kinetochore-null protein 1) (Protein CASC5) (Protein D40/AF15q14)","Kp4",0.330208333333333,0.669791666666667,"YKT-like_S"
"7392","KiSS-1 receptor (KiSS-1R) (G-protein coupled receptor 54) (G-protein coupled receptor OT7T175) (hOT7T175) (Hypogonadotropin-1) (Kisspeptins receptor) (Metastin receptor)","Kp4",0.32741617357002,0.67258382642998,"YKT-like_S"
"7393","C-C motif chemokine 13 (CK-beta-10) (Monocyte chemoattractant protein 4) (Monocyte chemotactic protein 4) (MCP-4) (NCC-1) (Small-inducible cytokine A13) [Cleaved into: C-C motif chemokine 13, long chain; C-C motif chemokine 13, medium chain; C-C motif chemokine 13, short chain]","Kp4",0.329736211031175,0.670263788968825,"YKT-like_S"
"7394","Killer cell immunoglobulin-like receptor 2DL4 (CD158 antigen-like family member D) (G9P) (Killer cell inhibitory receptor 103AS) (KIR-103AS) (MHC class I NK cell receptor KIR103AS) (CD antigen CD158d)","Kp4",0.328333333333333,0.671666666666667,"YKT-like_S"
"7395","Katanin p80 WD40 repeat-containing subunit B1 (Katanin p80 subunit B1) (p80 katanin)","Kp4",0.321428571428572,0.678571428571428,"YKT-like_S"
"7396","NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein)","Kp4",0.330673758865248,0.669326241134752,"YKT-like_S"
"7397","Krueppel-like factor 14 (Basic transcription element-binding protein 5) (BTE-binding protein 5) (Transcription factor BTEB5)","Kp4",0.325268817204301,0.674731182795699,"YKT-like_S"
"7398","Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)","Kp4",0.328455284552846,0.671544715447154,"YKT-like_S"
"7399","Ciliated left-right organizer metallopeptidase (EC 3.4.24.-) (Leishmanolysin-like peptidase 2)","Cro",0.322695035460993,0.677304964539007,"HTH"
"7400","Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial (CS-KMT) (EC 2.1.1.-) (Methyltransferase-like protein 12, mitochondrial)","Cro",0.326034063260341,0.673965936739659,"HTH"
"7401","SLCO1B3-SLCO1B7 readthrough transcript protein (Liver specific transporter-3 transmembrane 12) (LST-3TM12) (Organic anion transporting polypeptide 1B3-1B7) (OATP1B3-1B7) (Solute carrier organic anion transporter family member 1B3-1B7) (SLCO1B3-SLCO1B7)","Cro",0.329365079365079,0.670634920634921,"HTH"
"7402","CCN family member 1 (Cellular communication network factor 1) (Cysteine-rich angiogenic inducer 61) (Insulin-like growth factor-binding protein 10) (IBP-10) (IGF-binding protein 10) (IGFBP-10) (Protein CYR61) (Protein GIG1)","Cro",0.328849028400598,0.671150971599402,"HTH"
"7403","Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)","Cro",0.32183908045977,0.67816091954023,"HTH"
"7404","Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 2 (EC 3.1.3.16) (Nuclear LIM interactor-interacting factor 2) (NLI-interacting factor 2) (Protein OS-4) (Small C-terminal domain phosphatase 2) (Small CTD phosphatase 2) (SCP2)","Cro",0.329333333333333,0.670666666666667,"HTH"
"7405","ATP-binding cassette sub-family C member 3 (EC 7.6.2.-) (EC 7.6.2.2) (EC 7.6.2.3) (Canalicular multispecific organic anion transporter 2) (Multi-specific organic anion transporter D) (MOAT-D) (Multidrug resistance-associated protein 3)","Cro",0.329078014184397,0.670921985815603,"HTH"
"7406","Circadian locomoter output cycles protein kaput (hCLOCK) (EC 2.3.1.48) (Class E basic helix-loop-helix protein 8) (bHLHe8)","Cro",0.325136612021858,0.674863387978142,"HTH"
"7407","Centriolar coiled-coil protein of 110 kDa (Centrosomal protein of 110 kDa) (CP110) (Cep110)","Cro",0.322344322344322,0.677655677655678,"HTH"
"7408","ATPase GET3 (EC 3.6.4.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Guided entry of tail-anchored proteins factor 3, ATPase) (Transmembrane domain recognition complex 40 kDa ATPase subunit) (hARSA-I) (hASNA-I)","Cro",0.328947368421053,0.671052631578947,"HTH"
"7409","Calumenin (Crocalbin) (IEF SSP 9302)","Cro",0.305555555555556,0.694444444444444,"HTH"
"7410","Carbohydrate sulfotransferase 1 (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 1) (GST-1) (Keratan sulfate Gal-6 sulfotransferase) (KS6ST) (KSGal6ST) (KSST) (EC 2.8.2.21)","Cro",0.328205128205128,0.671794871794872,"HTH"
"7411","Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))","Cro",0.322916666666667,0.677083333333333,"HTH"
"7412","mRNA-capping enzyme (HCAP1) (HCE) [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]","Cro",0.328257191201354,0.671742808798646,"HTH"
"7413","Cancer/testis antigen 2 (CT2) (Autoimmunogenic cancer/testis antigen NY-ESO-2) (Cancer/testis antigen 6.2) (CT6.2) (L antigen family member 1) (LAGE-1)","Cro",0.326710816777042,0.673289183222958,"HTH"
"7414","Carbonyl reductase [NADPH] 3 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase 3) (Quinone reductase CBR3) (EC 1.6.5.10) (Short chain dehydrogenase/reductase family 21C member 2)","Cro",0.327746741154562,0.672253258845438,"HTH"
"7415","CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)","Cro",0.327715355805243,0.672284644194757,"HTH"
"7416","Calcium-binding tyrosine phosphorylation-regulated protein (Calcium-binding protein 86) (Cancer/testis antigen 88) (CT88) (Fibrousheathin II) (Fibrousheathin-2) (FSP-2) (Testis-specific calcium-binding protein CBP86)","Cro",0.328703703703704,0.671296296296296,"HTH"
"7417","ATP-binding cassette sub-family C member 6 (EC 7.6.2.-) (EC 7.6.2.3) (Anthracycline resistance-associated protein) (Multi-specific organic anion transporter E) (MOAT-E) (Multidrug resistance-associated protein 6)","Cro",0.328616352201258,0.671383647798742,"HTH"
"7418","CUGBP Elav-like family member 2 (CELF-2) (Bruno-like protein 3) (CUG triplet repeat RNA-binding protein 2) (CUG-BP2) (CUG-BP- and ETR-3-like factor 2) (ELAV-type RNA-binding protein 3) (ETR-3) (Neuroblastoma apoptosis-related RNA-binding protein) (hNAPOR) (RNA-binding protein BRUNOL-3)","Cro",0.32983682983683,0.67016317016317,"HTH"
